,prolific_id,title,cond,item_idx,item_id,q_id,a_id,question,answer,rt,time,exp,a,yes,no,unclear,val,Unnamed: 0,iter
268,62d7ff5d3dc7c359cb3fa1ab,Guarded Speedboat,impersonal_moral,25.0,11,1,1,Why?,You are still breaking the law and will incur further negative consequences on yourself,32482.0,2023-01-22 18:34:06,impersonal_moral,You are still breaking the law and will incur further negative consequences on yourself,na,na,na,na,,
269,62d7ff5d3dc7c359cb3fa1ab,Guarded Speedboat,impersonal_moral,25.0,11,0,0,"While on vacation on a remote island, you are fishing from a seaside  dock. You observe a group of tourists board a small boat and set sail for a nearby island. Soon after their departure you hear over the radio that there is a violent storm brewing, a storm that is sure to intercept them. The only way that you can ensure their safety is to warn them by borrowing a nearby speedboat. The speedboat belongs to a miserly tycoon who has hired a fiercely loyal guard to make sure that no one uses his boat without permission. To get to the speedboat you will have to lie to the guard. Is it appropriate for you to lie to the guard in order to borrow the speedboat and warn the tourists about the storm?",No,32482.0,2023-01-22 18:34:07,impersonal_moral,No,False,True,False,no,,
270,637ef49d54038582f78ff288,Crying Baby,personal_moral,32.0,27,0,0,"Enemy soldiers have taken over your village. They have orders to kill all  remaining civilians. You and some of your townspeople have sought refuge in the cellar of a large house. Outside you hear the voices of soldiers who have come to search the house for valuables. Your baby begins to cry loudly. You cover his mouth to block the sound. If you remove your hand from his mouth his crying will summon the attention of the soldiers who will kill you, your child, and the others hiding out in the cellar. To save yourself and the others you must smother your child to death. Is it appropriate for you to smother your child in order to save yourself and the other townspeople?",i would,106136.0,2023-01-22 18:34:08,personal_moral,i would,False,False,True,unclear,,
271,637ef49d54038582f78ff288,Crying Baby,personal_moral,32.0,27,1,1,Why?,it would save the majoirty of people,106136.0,2023-01-22 18:34:09,personal_moral,it would save the majoirty of people,na,na,na,na,,
272,637ef49d54038582f78ff288,Errands,non_moral,33.0,61,0,0,"You need to go to the bakery in the morning and the furniture  store in the afternoon. You also need to go to the camera shop at some point. You prefer to do most of your errands in the morning, but you very much dislike doing unnecessary driving. The camera shop is near the furniture store and far from the bakery. As a result you will have to do less driving if you go to the camera shop in the afternoon when you go to the furniture store. Is it appropriate for you to go to the camera shop in the morning in order to do most of your errands in the morning?",no i dont think so,115406.0,2023-01-22 18:36:04,non_moral,no i dont think so,False,True,False,no,,
273,637ef49d54038582f78ff288,Errands,non_moral,33.0,61,1,1,Why?,since i only prefer doing errands in the morning i could live with having to shop in the afternoon,115406.0,2023-01-22 18:36:05,non_moral,since i only prefer doing errands in the morning i could live with having to shop in the afternoon,na,na,na,na,,
274,62d7ff5d3dc7c359cb3fa1ab,Jogging,non_moral,26.0,58,0,0,"You intend to accomplish two things this afternoon: going for a jog and  doing some paperwork. In general you prefer to get your work done before you exercise. The weather is nice at the moment, but the weather forecast says that in a couple of hours it will start to rain. You very much dislike jogging in the rain, but you donâ€™t care what the weather is like while you do paperwork. Would you do your paperwork now with the intention of jogging in a couple of hours in order to get your work done before you exercise?",Yes,160489.0,2023-01-22 18:36:53,non_moral,Yes,True,False,False,yes,,
275,62d7ff5d3dc7c359cb3fa1ab,Jogging,non_moral,26.0,58,1,1,Why?,You would still be able to complete both tasks without any negative consequences ,160489.0,2023-01-22 18:36:54,non_moral,You would still be able to complete both tasks without any negative consequences ,na,na,na,na,,
276,637ef49d54038582f78ff288,Guarded Speedboat,impersonal_moral,34.0,11,1,1,Why?,because lives are on the line. since i have the ablility to save them i should,84243.0,2023-01-22 18:37:29,impersonal_moral,because lives are on the line. since i have the ablility to save them i should,na,na,na,na,,
277,637ef49d54038582f78ff288,Guarded Speedboat,impersonal_moral,34.0,11,0,0,"While on vacation on a remote island, you are fishing from a seaside  dock. You observe a group of tourists board a small boat and set sail for a nearby island. Soon after their departure you hear over the radio that there is a violent storm brewing, a storm that is sure to intercept them. The only way that you can ensure their safety is to warn them by borrowing a nearby speedboat. The speedboat belongs to a miserly tycoon who has hired a fiercely loyal guard to make sure that no one uses his boat without permission. To get to the speedboat you will have to lie to the guard. Is it appropriate for you to lie to the guard in order to borrow the speedboat and warn the tourists about the storm?",it is appropriate,84243.0,2023-01-22 18:37:30,impersonal_moral,it is appropriate,False,False,True,unclear,,
278,62d7ff5d3dc7c359cb3fa1ab,Raffle,non_moral,27.0,57,1,1,Why?,Less people are buying tickets for Car A so the odds of winning this car are greater,51760.0,2023-01-22 18:37:39,non_moral,Less people are buying tickets for Car A so the odds of winning this car are greater,na,na,na,na,,
279,62d7ff5d3dc7c359cb3fa1ab,Raffle,non_moral,27.0,57,0,0,"Youâ€™ve decided to buy a raffle ticket to support a local charity. They  are separately raffling off two different cars: Car A and Car B. You have decided to buy one raffle ticket. You are a serious and knowledgeable car enthusiast, and you think that these two cars are equally good. Because there have been a lot of adds for Car B on TV recently, many more people have chosen to buy tickets for the Car B raffle. Since more people have bought tickets for the Car B raffle, your chances of winning are better in the Car A raffle than in the Car B raffle. Would you buy a ticket for the Car B raffle in order to win a car?",No,51760.0,2023-01-22 18:37:40,non_moral,No,False,True,False,no,,
280,62d7ff5d3dc7c359cb3fa1ab,Environmental Policy A2,impersonal_moral,28.0,8,0,0,You are a member of a government legislature. The legislature is deciding between  two different policies concerning environmental hazards. Policy A has a 90% chance of causing no deaths at all and has a 10% chance of causing 1000 deaths. Policy B has an 88% chance of causing no deaths and a 12% chance of causing 10 deaths. Is it appropriate for you to vote for Policy B over Policy A?,Yes,34908.0,2023-01-22 18:38:14,impersonal_moral,Yes,True,False,False,yes,,
281,62d7ff5d3dc7c359cb3fa1ab,Environmental Policy A2,impersonal_moral,28.0,8,1,1,Why?,Less people would die. There is also little difference between the success rate,34908.0,2023-01-22 18:38:14,impersonal_moral,Less people would die. There is also little difference between the success rate,na,na,na,na,,
282,637ef49d54038582f78ff288,Vaccine Test,personal_moral,35.0,41,0,0,"A viral epidemic has spread across the globe killing millions of people. You  have developed two substances in your home laboratory. You know that one of them is a vaccine, but you donâ€™t know which one. You also know that the other one is deadly. Once you figure out which substance is the vaccine you can use it to save millions of lives. You have with you two people who areunder your care, and the only way to identify the vaccine is to inject each of these people with one of the two substances. One person will live, the other will die, and you will be able to start saving lives with your vaccine. Is it appropriate for you to kill one of these people with a deadly injection in order to identify a vaccine that will save millions of lives?","if there was no other way, for example testing on a rat or something then yes",57258.0,2023-01-22 18:38:26,personal_moral,"if there was no other way, for example testing on a rat or something then yes",True,True,True,unclear,,
283,637ef49d54038582f78ff288,Vaccine Test,personal_moral,35.0,41,1,1,Why?,because it would save the majority of people,57258.0,2023-01-22 18:38:27,personal_moral,because it would save the majority of people,na,na,na,na,,
284,62d7ff5d3dc7c359cb3fa1ab,Shower,non_moral,29.0,60,0,0,"You are planning to attend a luncheon this afternoon, and before you go  you will need to take a shower. You have some yard work that you would like to do before then, and doing this yard will cause you to perspire a fair amount. If you shower before you do your yard work you will have to take another shower before the luncheon. At the present time you could enjoy taking a shower. At the same time, you have a very strong commitment to lowering your water bill and to showering no more than once a day. Would you shower before doing your yard work in order to enjoy a shower now?",No,44508.0,2023-01-22 18:38:59,non_moral,No,False,True,False,no,,
285,62d7ff5d3dc7c359cb3fa1ab,Shower,non_moral,29.0,60,1,1,Why?,You would need to shower again after the yard work in order to be ready for the luncheon,44508.0,2023-01-22 18:39:00,non_moral,You would need to shower again after the yard work in order to be ready for the luncheon,na,na,na,na,,
